claim,Gaza,Gun Control,Racial Justice,Abortion,Immigration,Healthcare,Workers,Environment,Trump,LGBTplus,Musk
against President Trump's attacks on immigrants,0.0,,,,1.0,,,,1.0,1.0,
for supporting immigrant students and their families,0.0,,,,1.0,,,,1.0,1.0,
for LGBTQ+ rights,0.0,,,,1.0,,,,1.0,1.0,
for immigrant rights,0.0,,,,1.0,,,,1.0,1.0,
for UCSC providing resources to undocumented students,0.0,,,,1.0,,,,1.0,1.0,
against federal immigration deportment policies,0.0,,,,1.0,,,,1.0,,
against the Trump administration,0.0,,,,1.0,,,,1.0,,
"for 2 miles of protection around schools, churches, parks and hospitals prohibiting ICE from detaining anyone in that area",0.0,,,,1.0,,,,1.0,,
against genocide in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against the Trump Administration,0.0,,,,,,,,1.0,,
against the Department of Government Efficiency's federal funding cuts,0.0,,,,,,,,1.0,,
against inhumane conditions for migrant detainees in Tacoma Northwest Detention Center,0.0,,,,1.0,,,,,,
for freeing all detained migrants,0.0,,,,1.0,,,,,,
for abolishing ICE,0.0,,,,1.0,,,,,,
for justice for jailed or imprisoned J6 participants,0.0,,,,,,,,,,
for patriotism,0.0,,,,,,,,,,
for Christian values,0.0,,,,,,,,,,
for ceasefire in Gaza,1.0,,,,,,,,,,
for ending all U.S. weapons sales and aid to Israel,1.0,,,,,,,,,,
for humanitarian and medical aid to Gaza,1.0,,,,,,,,,,
against genocide in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for divesting hospitals from weapons manufacturers,1.0,,,,,,,,,,
for the passing of Maryland Data Privacy Act,0.0,,,,1.0,,,,,,
for protections for immigrants,0.0,,,,1.0,,,,,,
for immigrant rights,0.0,,,,1.0,,,,,,
against Donald Trump's mass layoffs of federal employees across the country,0.0,,,,,,,,1.0,,
against President Trump's recent de-funding of several public service institutions,0.0,,,,,,,,1.0,,
against President Trump's attack on rights,0.0,,,,1.0,,,,1.0,1.0,
for LGBTQ+ rights,0.0,,,,1.0,,,,1.0,1.0,
for immigrant rights,0.0,,,,1.0,,,,1.0,1.0,
for Native America rights,0.0,,,,1.0,,,,1.0,1.0,
for access to education,0.0,,,,1.0,,,,1.0,1.0,
for justice for Tyrone West and all victims of police brutality,0.0,,1.0,,,,,,,,
for peace,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against presence in Bloomington of businesses that profit from war,1.0,,,,,,,,,,
against genocide in Gaza,1.0,,,,,,,,,,
against the military-industrial complex,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against Donald Trump's mass layoffs of federal employees across the country,0.0,,,,,,,,1.0,,1.0
against President Trump's recent de-funding of several public service institutions,0.0,,,,,,,,1.0,,1.0
against Donald Trump's mass layoffs of federal employees across the country,0.0,,,,,,,,1.0,,1.0
against President Trump's recent de-funding of several public service institutions,0.0,,,,,,,,1.0,,1.0
agaisnt Elon Musk having access to American's private information anf government funds,0.0,,,,,,,,,,1.0
for Rep. Buddy Carter accurately representing his constituents,0.0,,,,,,,,,,1.0
against genocide in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
"against Donald Trump's funding cuts to the National Institutes of Health, Center for Disease Control and Prevention, and National Science Foundation",0.0,,,,,,,,1.0,,
for funding for public health,0.0,,,,,,,,1.0,,
for funding for health research,0.0,,,,,,,,1.0,,
against Elon Musk's role in influencing President Trump,0.0,,,,,,1.0,,1.0,,1.0
against President Trump's cuts to federal agencies,0.0,,,,,,1.0,,1.0,,1.0
against the recent mass layoffs of federal workers,0.0,,,,,,1.0,,1.0,,1.0
for ceasefire in Gaza,1.0,,,,,,,,,,
against genocide in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
in solidarity with United States immigrants,0.0,,,,1.0,,,,,,
for Colorado State University protecting DEI initiatives on campus,0.0,,,,,,,,1.0,,
against President Trump dismantling DEI initiatives on school campuses,0.0,,,,,,,,1.0,,
against all wars,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for divesting University of Houston from Israel,1.0,,,,,,,,,,
against apartheid and genocide,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for UC San Diego to protect and provide more resources for students without legal status,0.0,,,,1.0,,,,1.0,,
against Trump administration,0.0,,,,1.0,,,,1.0,,
against ICE and mass deportations,0.0,,,,1.0,,,,1.0,,
for abolishing police associations,0.0,,1.0,,,,,,,,
against police violence and corruption,0.0,,1.0,,,,,,,,
against racism,0.0,,1.0,,,,,,,,
against racism,0.0,,1.0,,,,,,,,
against police brutality,0.0,,1.0,,,,,,,,
against ongoing labor disputes between The Original Pantry Cafe employees and the new owner of the cafe,0.0,,,,,,1.0,,,,
for job security for cafe employees,0.0,,,,,,1.0,,,,
for workers rights,0.0,,,,,,1.0,,,,
for union rights,0.0,,,,,,1.0,,,,
for ceasefire in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for better working conditions for corrections officers,0.0,,,,,,,,,,
for higher pay for corrections officers,0.0,,,,,,,,,,
for more staffing in correctional facilities,0.0,,,,,,,,,,
against the HALT act,0.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for ceasefire in Gaza,1.0,,,,,,,,,,
for ending U.S. aid to Israel,1.0,,,,,,,,,,
against genocide in Gaza,1.0,,,,,,,,,,
against ICE raids and immigrant deportations,0.0,,,,1.0,,,,1.0,,
against militarization of U.S.-Mexico border,0.0,,,,1.0,,,,1.0,,
against President Trump,0.0,,,,1.0,,,,1.0,,
against genocide in Gaza,1.0,,,,,,,,,,
for arms embargo on Israel,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against Donald Trump's mass layoffs of federal employees across the country,0.0,,,,,1.0,,,1.0,,1.0
against President Trump's recent de-funding of several public service institutions,0.0,,,,,1.0,,,1.0,,1.0
for science,0.0,,,,,1.0,,,1.0,,1.0
for healthcare,0.0,,,,,1.0,,,1.0,,1.0
for research,0.0,,,,,1.0,,,1.0,,1.0
against Donald Trump's mass layoffs of federal employees across the country,0.0,,,,,1.0,,,1.0,,1.0
against President Trump's recent de-funding of several public service institutions,0.0,,,,,1.0,,,1.0,,1.0
for science,0.0,,,,,1.0,,,1.0,,1.0
for healthcare,0.0,,,,,1.0,,,1.0,,1.0
for research,0.0,,,,,1.0,,,1.0,,1.0
in solidarity with healthcare workers and hospitals in Gaza,1.0,,,,,1.0,1.0,,,,
against genocide in Gaza,1.0,,,,,1.0,1.0,,,,
for Palestinian liberation,1.0,,,,,1.0,1.0,,,,
against Donald Trump's mass layoffs of federal employees across the country,0.0,,,,,,,,1.0,,1.0
against President Trump's recent de-funding of several public service institutions,0.0,,,,,,,,1.0,,1.0
against Donald Trump's cuts to academic research funding,0.0,,,,,,,,1.0,,
against L3Harris's complicity in genocide in Gaza,1.0,,,,,,,,,,
against weapons manufacturing,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against Donald Trump's mass layoffs of federal employees across the country,0.0,,,,,,,,1.0,,1.0
against President Trump's recent de-funding of several public service institutions,0.0,,,,,,,,1.0,,1.0
for Palestinian liberation,1.0,,,,,,,,,,
for better working conditions for corrections officers at Sing Sing Correctional Facility and all others in NY,0.0,,,,,,,,,,
for higher pay for corrections officers,0.0,,,,,,,,,,
for more staffing in correctional facilities,0.0,,,,,,,,,,
against the HALT act,0.0,,,,,,,,,,
against Donald Trump's mass layoffs of federal employees across the country,0.0,,,,,,,,1.0,,1.0
against President Trump's recent de-funding of several public service institutions,0.0,,,,,,,,1.0,,1.0
against Donald Trump's mass layoffs of federal employees across the country,0.0,,,,,,,,1.0,,1.0
against President Trump's recent de-funding of several public service institutions,0.0,,,,,,,,1.0,,1.0
against President Trump,0.0,,,,,,,,1.0,,1.0
against Elon Musk,0.0,,,,,,,,1.0,,1.0
for democracy,0.0,,,,,,,,1.0,,1.0
against Donald Trump's mass layoffs of federal employees across the country,0.0,,,,,,,,1.0,,1.0
against President Trump's recent de-funding of several public service institutions,0.0,,,,,,,,1.0,,1.0
against President TrumpÃÂ¢ÃÂÃÂs Executive Order ÃÂ¢ÃÂÃÂEnsuring Accountability for All AgenciesÃÂ¢ÃÂÃÂ,0.0,,,,,,,,1.0,,
for democracy,0.0,,,,,,,,1.0,,
against Trump's executive orders aimed at increasing deportations and tightening border security,0.0,,,,1.0,,,,1.0,,
against Donald Trump's mass layoffs of federal employees across the country,0.0,,,,,,,,1.0,,1.0
against President Trump's recent de-funding of several public service institutions,0.0,,,,,,,,1.0,,1.0
for Palestinian liberation,1.0,,,,,,,,,,
against colonial violence,1.0,,,,,,,,,,
against President Trump's job cuts that threaten critical scientific research fisheries sustaniability and the livelihood of costal communities,0.0,,,,,,,,1.0,,
against Donald Trump's cuts to federal funding,0.0,,,,,,,,1.0,,
for funding for research,0.0,,,,,,,,1.0,,
against mass layoffs of federal employees,0.0,,,,,,,,1.0,,
against genocide in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against inhumane conditions for migrant detainees in Tacoma Northwest Detention Center,0.0,,,,1.0,,,,,,
for freeing all detained migrants,0.0,,,,1.0,,,,,,
for abolishing ICE,0.0,,,,1.0,,,,,,
in celebration of the restoral of LGBTQ+ housing at Florida State University,0.0,,,,,,,,,1.0,
for justice for jailed or imprisoned J6 participants,0.0,,,,,,,,,,
for patriotism,0.0,,,,,,,,,,
for Christian values,0.0,,,,,,,,,,
against Donald Trump's recent firings of federal employees at the Department of Health and Human Services,0.0,,,,,,,,1.0,,1.0
against cuts to public health,0.0,,,,,,,,1.0,,1.0
for supporting and funding public health initiatives and research,0.0,,,,,,,,1.0,,1.0
against Donald Trump's recent firings of federal employees,0.0,,,,,,,,1.0,,1.0
against Elon Musk's influence on President Trump,0.0,,,,,,,,1.0,,1.0
against genocide in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against genocide in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for a ceasefire in Israel and Palestine,1.0,,,,,,,,,,
for the release of all hostages and prisoners,1.0,,,,,,,,,,
for humanitarian aid to all who are suffering in the war-torn regions,1.0,,,,,,,,,,
against President Trump's recent firings of federal employees,0.0,,,,,,,,1.0,,
for public services,0.0,,,,,,,,1.0,,
against President Donald Trump's recent firings of federal employees,0.0,,,,,,,,1.0,,1.0
against Elon Musk,0.0,,,,,,,,1.0,,1.0
against healthcare cuts,0.0,,,,,1.0,1.0,,,,
for fare wages,0.0,,,,,1.0,1.0,,,,
for better working conditions,0.0,,,,,1.0,1.0,,,,
"against changes to CSUÃÂ¢ÃÂÃÂs diversity, equity, inclusion, and accessibility policies",0.0,,,,,,,,,1.0,
against the uncertainty surrounding the future of Cultural Resource Centers,0.0,,,,,,,,,1.0,
against lack of transparency and clear communication from administration,0.0,,,,,,,,,1.0,
against police presence at student government meetings as an intimidation tactic,0.0,,,,,,,,,1.0,
against the DOEÃÂ¢ÃÂÃÂs directive prohibiting race-based considerations in university policies,0.0,,,,,,,,,1.0,
for maintaining and fully funding Cultural Resource Centers,0.0,,,,,,,,,1.0,
for open dialogue and decision-making with student involvement,0.0,,,,,,,,,1.0,
for increased student engagement in governance and activism,0.0,,,,,,,,,1.0,
for administrative accountability in supporting marginalized students,0.0,,,,,,,,,1.0,
for preserving DEIA initiatives on campus,0.0,,,,,,,,,1.0,
against genocide in Gaza,1.0,,,,,,,,,,
for ending U.S. aid to Israel,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for Congressman Pete Stauber to take action against the Trump administration,0.0,,,,,1.0,,,1.0,,1.0
against President Donald Trump,0.0,,,,,1.0,,,1.0,,1.0
against Elon Musk,0.0,,,,,1.0,,,1.0,,1.0
against the potential end of Medicare,0.0,,,,,1.0,,,1.0,,1.0
for a safer campus,0.0,,,,,,,,,,
for more funding for safety measures,0.0,,,,,,,,,,
for Police Chief Ceaser Moore to give students answers,0.0,,,,,,,,,,
for security camera checks,0.0,,,,,,,,,,
for accountability for UH police,0.0,,,,,,,,,,
in support of refugees,0.0,,,,1.0,,,,,,
for ceasefire in Gaza,1.0,,,,,,,,,,
against apartheid,1.0,,,,,,,,,,
against genocide,1.0,,,,,,,,,,
against occupation,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against immigrants' deportation and family separation,0.0,,,,1.0,,,,1.0,,
against ICE raids,0.0,,,,1.0,,,,1.0,,
against the Trump adminstration's racist policies,0.0,,,,1.0,,,,1.0,,
against racism,0.0,,1.0,,,,,,,,
against police brutality,0.0,,1.0,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for ceasefire in Gaza,1.0,,,,,,,,,,
for ending U.S. aid to Israel,1.0,,,,,,,,,,
against genocide in Gaza,1.0,,,,,,,,,,
against Elon MuskÃÂ¢ÃÂÃÂs involvement in the federal government,0.0,,,,,1.0,1.0,,,,1.0
against Sen. Shelley Moore CapitoÃÂ¢ÃÂÃÂs lack of response to constituents,0.0,,,,,1.0,1.0,,,,1.0
against cuts to Medicaid and Social Security,0.0,,,,,1.0,1.0,,,,1.0
against threats to democracy and constitutional protections,0.0,,,,,1.0,1.0,,,,1.0
against the concentration of power in the presidency,0.0,,,,,1.0,1.0,,,,1.0
for protecting federal workers and civil servants,0.0,,,,,1.0,1.0,,,,1.0
for maintaining the separation of powers,0.0,,,,,1.0,1.0,,,,1.0
for Capito addressing the concerns of West Virginians,0.0,,,,,1.0,1.0,,,,1.0
for supporting small businesses impacted by economic policies,0.0,,,,,1.0,1.0,,,,1.0
for ensuring qualifications and accountability in federal agency leadership,0.0,,,,,1.0,1.0,,,,1.0
against Citibank's continuing funding for fossil fuel projects,0.0,,,,,,,1.0,,,
for climate action,0.0,,,,,,,1.0,,,
against Chase Bank's continuing funding for fossil fuel projects,0.0,,,,,,,1.0,,,
for climate action,0.0,,,,,,,1.0,,,
support for immigrant communities,0.0,,,,1.0,,,,,,
against deportations of undocumented migrants,0.0,,,,1.0,,,,,,
against local authorities assisting federal deportation efforts,0.0,,,,1.0,,,,,,
for elected leaders in Oakland and the East Bay resisting deportation policies,0.0,,,,1.0,,,,,,
against the alleged political coercion of New York Mayor Eric Adams regarding deportations,0.0,,,,1.0,,,,,,
for continued interfaith advocacy and protection of immigrants,0.0,,,,1.0,,,,,,
for protecting Oak Flat from proposed copper mine,0.0,,,,,,,1.0,,,
for environmental conservation,0.0,,,,,,,1.0,,,
for protecting sites sacred to Native peoples',0.0,,,,,,,1.0,,,
against U.S. Senator Mark Kelly's support for Israel,1.0,,,,,,,,,,
against genocide in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
"against UC Santa Cruz protest restrictions, against ban on masks while protesting, against uc ban on encampments, against unclear time place and manner restrictions, for free speech rights on university property, against ucsc police interference in protests, against arrests of students for protest activities, against prohibition of banners as structures, for faculty and student petition to end restrictions, for bargaining over protest restrictions, against crackdown on workers' and students' right to protest",0.0,,,,,,1.0,,,,
for the Sonoma County Sheriff to not cooperate with ICE officials looking to arrest undocumented immigrants,0.0,,,,1.0,,,,,,
"for social, economic, and environmental justice",0.0,,,,,,,1.0,,,
against genocide in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against U.S. and Israeli imperialism in the Middle East,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against inhumane conditions for migrant detainees in Tacoma Northwest Detention Center,0.0,,,,1.0,,,,,,
for freeing all detained migrants,0.0,,,,1.0,,,,,,
for abolishing ICE,0.0,,,,1.0,,,,,,
against house budget cuts affecting working families,0.0,,,,,,,,,,1.0
against Elon Musk's involvement in the federal government,0.0,,,,,,,,,,1.0
,0.0,,,,,,,,,,1.0
for justice for jailed or imprisoned J6 participants,0.0,,,,,,,,,,
for patriotism,0.0,,,,,,,,,,
for Christian values,0.0,,,,,,,,,,
"against proposed medicaid cuts in the Trump administrationÃÂ¢ÃÂÃÂs budget, against work requirements and benefit caps for medicaid recipients, for holding a town hall to discuss potential cuts with constituents, against increasing healthcare costs due to medicaid cuts, for recognizing medicaidÃÂ¢ÃÂÃÂs role in supporting low-income and lower middle-class working individuals, against policies that would shift healthcare costs onto hospitals and private insurers, for maintaining healthcare access for workers in service industries and small businesses",0.0,,,,,1.0,1.0,,1.0,,
"against widespread federal employee terminations, against unexpected firings without justification, against layoffs affecting public service workers, against termination of experienced federal employees, against loss of consumer protection attorneys, against negative impact on local economies, for appealing illegal firings, for speaking to lawmakers for support, for rallying federal employees to fight job cuts, against va layoffs affecting veterans' care, for urging congress to intervene, for organizing future protests",0.0,,,,,,1.0,,,,
for Palestinian liberation,1.0,,,,,,,,,,
"against House Bill 176, against discontinuing the WWAMI medical education program, against disrupting IdahoÃÂ¢ÃÂÃÂs physician workforce pipeline, against worsening IdahoÃÂ¢ÃÂÃÂs physician-to-population ratio, against dismantling decades of medical education infrastructure, against hastily building a new medical program without sufficient planning, for preserving and strengthening IdahoÃÂ¢ÃÂÃÂs WWAMI program, for maintaining clinical rotations and clerkships across Idaho, for expanding medical education opportunities within Idaho while keeping existing partnerships, for ensuring continued access to quality healthcare for Idaho residents",0.0,,,,,1.0,,,,,
for peace,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for peace,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for LGBTQ+,0.0,,,,,,,,,1.0,
for gender-affirming care at UVA hospital,0.0,,,,,,,,,1.0,
against genocide in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for climate action,0.0,,,,,,,1.0,,,
against U.S. militarism,0.0,,,,,,,1.0,,,
for Palestinian liberation,1.0,,,,,,,,,,
"for increasing starter teacher pay, for academic incentives for students, for affordable housing support for teachers in high-cost districts, for respecting public employees and funding public schools, against school voucher programs, against diverting public funds to private schools, for improving career earnings for veteran teachers, for supporting law enforcement and local government officials, against inadequate oversight in school choice programs, for ensuring teachers remain in montana with competitive wages",0.0,,,,,,1.0,,,,
in mourning for all victims of violence,0.0,,,,,,,,,,
against war,0.0,,,,,,,,,,
in defense of civil liberties,0.0,,,,,,,,,,
against anti-Islamic and anti-Semitic and anti-Hawaiian and all other forms of discrimination,0.0,,,,,,,,,,
for peace through justice in Hawai'i and around the world,0.0,,,,,,,,,,
against Mayor John Whitmire's support for Israel,1.0,,,,,,,,,,
against genocide in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
for ceasefire in Gaza,1.0,,,,,,,,,,
against genocide in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against police violence,0.0,,1.0,,,,,,,,
for police accountability,0.0,,1.0,,,,,,,,
for radical change,0.0,,1.0,,,,,,,,
against racism,0.0,,1.0,,,,,,,,
"against federal layoffs at Haskell Indian Nations University, against the hiring freeze preventing faculty replacements, against the Bureau of Indian EducationÃÂ¢ÃÂÃÂs restrictions on university leadership, against broken promises of job security for recently hired faculty, against barriers to volunteer support due to federal background check requirements, for federal recognition of treaty obligations to Indigenous education, for reemployment of terminated staff, for community-driven support solutions, for state and congressional representatives to intervene, for continued funding of Haskell Light and local food banks to aid affected employees and students",0.0,,,,,,,,,,
"against LB 155 which removes the duty to retreat before using deadly force near a vehicle, against the expansion of ""Stand Your Ground"" laws, against LB 687 which bans the state from rejecting contracts with businesses that discriminate against gun dealers or manufacturers, against LB 686 which prohibits police from keeping lists on gun and ammunition ownership, for maintaining common-sense gun safety laws, for protecting children and communities from gun violence, for ensuring law enforcement can track firearm purchases to prevent mass shootings, for the right to own guns with responsible regulations, for keeping schools, theaters, malls, and public spaces safe",0.0,1.0,,,,,,,,,
against genocide in Gaza,1.0,,,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
against racism,0.0,,1.0,,,,,,,,
against police brutality,0.0,,1.0,,,,,,,,
for Palestinian liberation,1.0,,,,,,,,,,
